"Notes"	"Standard Residence Census Region"	"Standard Residence Census Region Code"	"Mother's Single Race 6"	"Mother's Single Race 6 Code"	"Age of Mother 9"	"Age of Mother 9 Code"	"Year"	"Year Code"	"Month"	"Month Code"	Fetal Deaths
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"2020"	"2020"	"December"	"12"	22
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"2021"	"2021"	"January"	"1"	19
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"2021"	"2021"	"February"	"2"	19
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"2021"	"2021"	"March"	"3"	16
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"2021"	"2021"	"April"	"4"	20
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"2021"	"2021"	"May"	"5"	15
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"2021"	"2021"	"June"	"6"	19
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"2021"	"2021"	"July"	"7"	22
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"2021"	"2021"	"August"	"8"	26
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"2021"	"2021"	"September"	"9"	15
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"2021"	"2021"	"October"	"10"	10
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"2021"	"2021"	"November"	"11"	13
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"2021"	"2021"	"December"	"12"	24
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"2018"	"2018"	"January"	"1"	65
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"2018"	"2018"	"February"	"2"	82
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"2018"	"2018"	"March"	"3"	87
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"2018"	"2018"	"April"	"4"	68
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"2018"	"2018"	"May"	"5"	91
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"2018"	"2018"	"June"	"6"	65
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"2018"	"2018"	"July"	"7"	73
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"2018"	"2018"	"August"	"8"	75
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"2018"	"2018"	"September"	"9"	78
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"2018"	"2018"	"October"	"10"	59
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"2018"	"2018"	"November"	"11"	74
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"2018"	"2018"	"December"	"12"	72
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"2019"	"2019"	"January"	"1"	50
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"2019"	"2019"	"February"	"2"	50
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"2019"	"2019"	"March"	"3"	74
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"2019"	"2019"	"April"	"4"	80
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"2019"	"2019"	"May"	"5"	95
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"2019"	"2019"	"June"	"6"	86
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"2019"	"2019"	"July"	"7"	79
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"2019"	"2019"	"August"	"8"	81
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"2019"	"2019"	"September"	"9"	79
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"2019"	"2019"	"October"	"10"	69
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"2019"	"2019"	"November"	"11"	75
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"2019"	"2019"	"December"	"12"	66
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"2020"	"2020"	"January"	"1"	73
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"2020"	"2020"	"February"	"2"	64
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"2020"	"2020"	"March"	"3"	78
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"2020"	"2020"	"April"	"4"	82
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"2020"	"2020"	"May"	"5"	72
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"2020"	"2020"	"June"	"6"	73
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"2020"	"2020"	"July"	"7"	79
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"2020"	"2020"	"August"	"8"	79
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"2020"	"2020"	"September"	"9"	61
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"2020"	"2020"	"October"	"10"	61
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"2020"	"2020"	"November"	"11"	65
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"2020"	"2020"	"December"	"12"	45
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"2021"	"2021"	"January"	"1"	71
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"2021"	"2021"	"February"	"2"	62
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"2021"	"2021"	"March"	"3"	74
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"2021"	"2021"	"April"	"4"	57
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"2021"	"2021"	"May"	"5"	51
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"2021"	"2021"	"June"	"6"	67
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"2021"	"2021"	"July"	"7"	69
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"2021"	"2021"	"August"	"8"	60
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"2021"	"2021"	"September"	"9"	70
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"2021"	"2021"	"October"	"10"	69
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"2021"	"2021"	"November"	"11"	52
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"2021"	"2021"	"December"	"12"	49
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2018"	"2018"	"January"	"1"	96
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2018"	"2018"	"February"	"2"	79
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2018"	"2018"	"March"	"3"	91
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2018"	"2018"	"April"	"4"	85
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2018"	"2018"	"May"	"5"	86
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2018"	"2018"	"June"	"6"	93
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2018"	"2018"	"July"	"7"	86
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2018"	"2018"	"August"	"8"	100
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2018"	"2018"	"September"	"9"	82
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2018"	"2018"	"October"	"10"	99
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2018"	"2018"	"November"	"11"	62
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2018"	"2018"	"December"	"12"	69
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2019"	"2019"	"January"	"1"	80
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2019"	"2019"	"February"	"2"	74
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2019"	"2019"	"March"	"3"	110
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2019"	"2019"	"April"	"4"	84
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2019"	"2019"	"May"	"5"	70
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2019"	"2019"	"June"	"6"	70
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2019"	"2019"	"July"	"7"	78
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2019"	"2019"	"August"	"8"	65
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2019"	"2019"	"September"	"9"	90
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2019"	"2019"	"October"	"10"	77
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2019"	"2019"	"November"	"11"	93
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2019"	"2019"	"December"	"12"	84
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2020"	"2020"	"January"	"1"	77
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2020"	"2020"	"February"	"2"	70
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2020"	"2020"	"March"	"3"	96
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2020"	"2020"	"April"	"4"	81
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2020"	"2020"	"May"	"5"	88
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2020"	"2020"	"June"	"6"	89
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2020"	"2020"	"July"	"7"	79
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2020"	"2020"	"August"	"8"	84
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2020"	"2020"	"September"	"9"	82
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2020"	"2020"	"October"	"10"	74
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2020"	"2020"	"November"	"11"	86
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2020"	"2020"	"December"	"12"	73
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2021"	"2021"	"January"	"1"	100
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2021"	"2021"	"February"	"2"	64
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2021"	"2021"	"March"	"3"	82
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2021"	"2021"	"April"	"4"	83
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2021"	"2021"	"May"	"5"	65
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2021"	"2021"	"June"	"6"	82
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2021"	"2021"	"July"	"7"	66
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2021"	"2021"	"August"	"8"	76
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2021"	"2021"	"September"	"9"	83
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2021"	"2021"	"October"	"10"	80
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2021"	"2021"	"November"	"11"	70
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2021"	"2021"	"December"	"12"	66
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2018"	"2018"	"January"	"1"	68
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2018"	"2018"	"February"	"2"	57
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2018"	"2018"	"March"	"3"	52
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2018"	"2018"	"April"	"4"	74
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2018"	"2018"	"May"	"5"	82
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2018"	"2018"	"June"	"6"	63
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2018"	"2018"	"July"	"7"	62
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2018"	"2018"	"August"	"8"	66
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2018"	"2018"	"September"	"9"	64
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2018"	"2018"	"October"	"10"	81
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2018"	"2018"	"November"	"11"	60
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2018"	"2018"	"December"	"12"	61
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2019"	"2019"	"January"	"1"	77
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2019"	"2019"	"February"	"2"	58
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2019"	"2019"	"March"	"3"	68
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2019"	"2019"	"April"	"4"	75
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2019"	"2019"	"May"	"5"	64
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2019"	"2019"	"June"	"6"	57
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2019"	"2019"	"July"	"7"	80
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2019"	"2019"	"August"	"8"	54
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2019"	"2019"	"September"	"9"	60
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2019"	"2019"	"October"	"10"	70
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2019"	"2019"	"November"	"11"	36
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2019"	"2019"	"December"	"12"	65
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2020"	"2020"	"January"	"1"	63
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2020"	"2020"	"February"	"2"	67
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2020"	"2020"	"March"	"3"	56
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2020"	"2020"	"April"	"4"	67
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2020"	"2020"	"May"	"5"	87
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2020"	"2020"	"June"	"6"	50
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2020"	"2020"	"July"	"7"	66
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2020"	"2020"	"August"	"8"	70
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2020"	"2020"	"September"	"9"	68
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2020"	"2020"	"October"	"10"	48
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2020"	"2020"	"November"	"11"	70
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2020"	"2020"	"December"	"12"	63
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2021"	"2021"	"January"	"1"	58
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2021"	"2021"	"February"	"2"	53
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2021"	"2021"	"March"	"3"	68
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2021"	"2021"	"April"	"4"	68
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2021"	"2021"	"May"	"5"	70
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2021"	"2021"	"June"	"6"	67
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2021"	"2021"	"July"	"7"	69
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2021"	"2021"	"August"	"8"	68
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2021"	"2021"	"September"	"9"	81
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2021"	"2021"	"October"	"10"	55
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2021"	"2021"	"November"	"11"	54
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2021"	"2021"	"December"	"12"	76
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2018"	"2018"	"January"	"1"	32
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2018"	"2018"	"February"	"2"	54
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2018"	"2018"	"March"	"3"	37
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2018"	"2018"	"April"	"4"	39
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2018"	"2018"	"May"	"5"	44
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2018"	"2018"	"June"	"6"	35
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2018"	"2018"	"July"	"7"	38
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2018"	"2018"	"August"	"8"	65
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2018"	"2018"	"September"	"9"	42
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2018"	"2018"	"October"	"10"	46
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2018"	"2018"	"November"	"11"	31
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2018"	"2018"	"December"	"12"	41
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2019"	"2019"	"January"	"1"	51
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2019"	"2019"	"February"	"2"	36
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2019"	"2019"	"March"	"3"	38
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2019"	"2019"	"April"	"4"	43
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2019"	"2019"	"May"	"5"	35
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2019"	"2019"	"June"	"6"	42
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2019"	"2019"	"July"	"7"	45
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2019"	"2019"	"August"	"8"	42
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2019"	"2019"	"September"	"9"	38
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2019"	"2019"	"October"	"10"	37
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2019"	"2019"	"November"	"11"	34
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2019"	"2019"	"December"	"12"	41
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2020"	"2020"	"January"	"1"	42
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2020"	"2020"	"February"	"2"	42
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2020"	"2020"	"March"	"3"	42
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2020"	"2020"	"April"	"4"	60
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2020"	"2020"	"May"	"5"	44
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2020"	"2020"	"June"	"6"	46
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2020"	"2020"	"July"	"7"	57
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2020"	"2020"	"August"	"8"	44
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2020"	"2020"	"September"	"9"	34
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2020"	"2020"	"October"	"10"	36
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2020"	"2020"	"November"	"11"	40
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2020"	"2020"	"December"	"12"	29
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2021"	"2021"	"January"	"1"	25
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2021"	"2021"	"February"	"2"	42
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2021"	"2021"	"March"	"3"	33
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2021"	"2021"	"April"	"4"	43
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2021"	"2021"	"May"	"5"	51
